Address,Historic Name of Resource,Building Type,Freestanding or Other,Style,SubStyle,Primary Style,Approximate,Range,StartDate,EndDate,"NHL
Rating",#C,#  N/C,N/C Reason,latitude,longitude,Street Number,Modifier,Street Direction,Street,Street Type,Notes
509 Jefferson Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,2,,,38.737960,-85.377611,509,,,Jefferson,Street,
510 Jefferson Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1835,1835,C,1,,,38.737989,-85.376813,510,,,Jefferson,Street,"The home at 510 Jefferson Street was constructed as a federal rowhouse around 1830 and later received Italianate detailing. The three bay side gable home sits abutted to the sidewalk on its urban lot. The brick walls are laid in a Flemish bond pattern. The front entry is a slightly recessed upper light door with an upper transom light, approached by a stone stoop. The windows on the front facade all have six/over/six lights and wooden sills. Some side windows have nine/over/six lights. The medium pitch roof has a wide, projecting Italianate cornice decorated by scrolled brackets. There is a gable-end brick chimney on the north side."
514 Jefferson Street,Schussler House,House,,Federal,None,Federal,TRUE,FALSE,1849,1849,C,2,,,38.738143,-85.376816,514,,,Jefferson,Street,"Charles Schussler purchased the lot at 5I4 Jefferson Street in 1849 and likely built this Federal home soon thereafter. The large three bay home sits abutted to the sidewalk on a rubble stone foundation. There are six/over/six light windows at the facade's basement level and at one time there were stairs and a basement entry to a doctor's office here. The walls of the home are laid in a brick common bond pattern. The impressive deeply recessed front entry has a Classic surround and a cut stone stoop with lyre-decorated iron railings. The double upper light doors have side and upper transom lights. The two/over/two light replacement windows are set in openings with slightly pedimented stone lintels and sills. The side gable, medium pitch roof has a decorative cornice that does not quite extend the full width of the home. The same pattern of dentils and beadwork decorates the cornice and the entry surround. The south gable end of the home has a double chimney. There is a brick carriage house behind the home with segmental arch openings. A period iron fence surrounds the yard."
515 Jefferson Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1900,1900,C,2,,,38.738109,-85.377770,515,,,Jefferson,Street,
518 Jefferson Street,,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738255,-85.376820,518,,,Jefferson,Street,"The two story rowhouses at 518, 520, 522, 524, and 526 Jefferson Street are excellent examples of urban style federal homes of the early nineteenth century. The four homes sit abutted to the sidewalk and were likely erected between 1835 and 1839. Each is side gabled with a three bay facade. They sit on rubble stone foundations and have walls of brick laid in the Flemish bond pattern. The southernmost of these homes, 518, has a deeply recessed entry with a slightly pedimented surround and a sandstone stoop. Its windows are replacements set in openings with radiating brick voussoirs, and stone sills. 518 shares a party wall with 520 to the north, a rowhouse with a double arch upper light panel door and six/over/six light windows all set in similar openings with radiating brick voussoirs, and stone sills. 522, 524, and 526 to the north have replacement windows set in the same openings. The five rowhouses have parapetted roofs between them and share brick chimneys on their adjoining party walls. The row has a running line of brick denticulation as a cornice treatment."
520 Jefferson Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738324,-85.376826,520,,,Jefferson,Street,
521 Jefferson Street,Alling House,House,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1828,1828,C,2,,,38.738289,-85.377773,521,,,Jefferson,Street,
522 Jefferson Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738390,-85.376821,522,,,Jefferson,Street,
523 Jefferson Street,,House,,Victorian,Queen Anne,Queen Anne,TRUE,FALSE,1900,1900,C,1,,,38.738465,-85.377601,523,,,Jefferson,Street,"The Queen Anne style home at 523 Jefferson is one of the few of its style in Madison. This home sits upon a three-foot bluff of land and was likely constructed around the turn of the century. Its walls and foundation are cast concrete block: that and the irregular plan are typical of the period. Beneath its flat roof porch with Tuscan columns is the upper light panel door with composite decorative pane windows. The front of the home features a bay projection with one/over/one pane windows. The roof of the home is a very high pitch hip-on-gable. Each gable end features varied decorative shingles, decorative bargeboards, and diamond pane windows, some with lintels and sills. There is a central brick chimney. A rough cut coursed stone retaining wall that has a wood arched door leading to the basement level of the home encircles the yard."
524 Jefferson Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738453,-85.376823,524,,,Jefferson,Street,
526 Jefferson Street,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738509,-85.376820,526,,,Jefferson,Street,
601 Jefferson Street,,House,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1850,1850,C,1,,,38.738718,-85.377611,601,,,Jefferson,Street,
602 Jefferson Street,,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738696,-85.377032,602,,,Jefferson,Street,
604 Jefferson Street,,House,,Federal,None,Federal,TRUE,FALSE,1830,1830,C,1,,,38.738738,-85.377130,604,,,Jefferson,Street,
605 Jefferson Street,,House,,Victorian,Queen Anne,Queen Anne,TRUE,FALSE,1900,1900,C,1,,,38.738847,-85.377766,605,,,Jefferson,Street,
606 Jefferson Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1865,1865,C,1,,,38.738763,-85.377031,606,,,Jefferson,Street,
607 Jefferson Street,,House,,Vernacular: Other,T-plan,Other: T-Plan,TRUE,FALSE,1890,1890,C,1,,,38.738943,-85.377637,607,,,Jefferson,Street,
608 Jefferson Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1865,1865,C,2,,,38.738924,-85.376847,608,,,Jefferson,Street,
611 Jefferson Street,,House,Duplex,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,0.5,,,38.739031,-85.377771,611,,,Jefferson,Street,
613 Jefferson Street,,House,Duplex,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,0.5,,,38.739132,-85.377775,613,,,Jefferson,Street,
614 Jefferson Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1915,1915,C,1,,,38.739071,-85.376849,614,,,Jefferson,Street,
615 Jefferson Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1890,1890,C,1,,,38.739353,-85.377787,615,,,Jefferson,Street,
616 Jefferson Street,,House,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.739245,-85.376854,616,,,Jefferson,Street,
618 Jefferson Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1860,1860,C,1,,,38.739331,-85.376858,618,,,Jefferson,Street,
620 Jefferson Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1860,1860,N/C,,1,A,38.739412,-85.377011,620,,,Jefferson,Street,
622 Jefferson Street,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1860,1860,C,1,,,38.739416,-85.377220,622,,,Jefferson,Street,
712 Jefferson Street,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,FALSE,FALSE,1961,1961,N/C,,1,NIP,38.740004,-85.376815,712,,,Jefferson,Street,
714 Jefferson Street,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.740276,-85.376791,714,,,Jefferson,Street,
717 Jefferson Street,,Other,,None,None,No Style,TRUE,FALSE,1980,1980,N/C,,2,NIP,38.740593,-85.377268,717,,,Jefferson,Street,
1 King's Daughters' Hospital Drive,King's Daughters' Hospital,Hospital,,Modern Movement,None,Modern Movement,TRUE,FALSE,1975,1975,N/C,,1,NIP,38.735893,-85.379958,1,,,King's Daughters' Hospital,Drive,
141 Lafayette Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.737842,-85.373773,141,,,Lafayette,Street,
143 Lafayette Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.737898,-85.373772,143,,,Lafayette,Street,
145 Lafayette Street,,House,,Vernacular: Other,Gabled-ell,Other: Gabled-ell,TRUE,FALSE,1880,1880,C,1,,,38.737980,-85.373774,145,,,Lafayette,Street,
201 Lincoln Avenue,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.739766,-85.388620,201,,,Lincoln,Avenue,
204 Lincoln Avenue,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1860,1860,C,1,,,38.739717,-85.388144,204,,,Lincoln,Avenue,
206 Lincoln Avenue,,House,Rowhouse,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.739775,-85.388135,206,,,Lincoln,Avenue,
207 Lincoln Avenue,,House,,Vernacular: Other,Pre-Fab,Other: Pre-fab,TRUE,FALSE,1990,1990,N/C,,1,NIP,38.739926,-85.388573,207,,,Lincoln,Avenue,
208 Lincoln Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1850,1850,C,1,,,38.739840,-85.388117,208,,,Lincoln,Avenue,
209 Lincoln Avenue,,House,,Federal,None,Federal,TRUE,FALSE,1840,1840,C,1,,,38.740009,-85.388553,209,,,Lincoln,Avenue,
210 Lincoln Avenue,,House,,Vernacular: Gable Front,None,Other: Gable front,TRUE,FALSE,1890,1890,C,1,,,38.739908,-85.388104,210,,,Lincoln,Avenue,
214 Lincoln Avenue,,House,,Vernacular: Other,T-plan,Other: T-Plan,TRUE,FALSE,1880,1880,C,1,,,38.740050,-85.388184,214,,,Lincoln,Avenue,
215 Lincoln Avenue,,Mobile Home,,Vernacular: Other,Pre-Fab,Other: Pre-fab,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.740146,-85.388514,215,,,Lincoln,Avenue,
217 Lincoln Avenue,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1840,1840,C,1,,,38.740367,-85.388425,217,,,Lincoln,Avenue,
303 Madison Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.739158,-85.400231,303,,,Madison,Street,
305 Madison Street,,House,,Vernacular: Shotgun,Camelback Shotgun,Other: Camelback Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.739270,-85.400199,305,,,Madison,Street,
307 Madison Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.739351,-85.400177,307,,,Madison,Street,
308 Madison Street,,House,,Vernacular: Other,Upright and Wing,Other: Upright and Wing,TRUE,FALSE,1890,1890,C,1,,,38.739304,-85.399687,308,,,Madison,Street,
309 Madison Street,,House,,Vernacular: Shotgun,None,Other: Shotgun,TRUE,FALSE,1880,1880,C,1,,,38.739431,-85.400155,309,,,Madison,Street,
310 Madison Street,,House,,Modern Movement,None,Modern Movement,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.739527,-85.399863,310,,,Madison,Street,
101 East Main Street,,Commercial Building,,Renaissance Revival,None,Renaissance: Renaissance Revival,TRUE,FALSE,1880,1880,C,1,,,38.736514,-85.380060,101,,East,Main,Street,
102 East Main Street,King-Dold Iron Front Building,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1871,1871,C,1,,,38.735993,-85.380069,102,,East,Main,Street,
103 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736554,-85.380015,103,,East,Main,Street,
104 East Main Street,King-Dold Iron Front Building,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1871,1871,C,0.5,,,38.736005,-85.379983,104,,East,Main,Street,
105 East Main Street,,Commercial Building,,Colonial Revival,None,Colonial Revival,TRUE,FALSE,1920,1920,C,1,,,38.736651,-85.379863,105,,East,Main,Street,
106 East Main Street,King-Dold Iron Front Building,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1871,1871,C,0.5,,,38.736276,-85.379851,106,,East,Main,Street,
108 East Main Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1900,1900,C,1,,,38.736040,-85.379900,108,,East,Main,Street,
109 East Main Street,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1930,1930,C,1,,,38.736473,-85.379782,109,,East,Main,Street,
110 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1875,1875,C,1,,,38.735918,-85.379793,110,,East,Main,Street,
111 East Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1850,1850,C,1,,,38.736545,-85.379707,111,,East,Main,Street,
112 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1875,1875,C,1,,,38.735919,-85.379729,112,,East,Main,Street,
113 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736611,-85.379641,113,,East,Main,Street,
114 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.735918,-85.379668,114,,East,Main,Street,
115 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736546,-85.379560,115,,East,Main,Street,
116 East Main Street,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1930,1930,C,1,,,38.736272,-85.379567,116,,East,Main,Street,
119 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736554,-85.379383,119,,East,Main,Street,
120 East Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1880,1880,C,1,,,38.735917,-85.379426,120,,East,Main,Street,
122 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1875,1875,C,1,,,38.736053,-85.379303,122,,East,Main,Street,
123 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.736629,-85.379294,123,,East,Main,Street,
124 East Main Street,,Commercial Building,,None,None,No Style,TRUE,FALSE,1875,1875,N/C,,1,A,38.735918,-85.379287,124,,East,Main,Street,
125 East Main Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1920,1920,C,1,,,38.736633,-85.379214,125,,East,Main,Street,
126 East Main Street,,Commercial Building,,Classical/Greek Revival,Greek,Greek Revival,TRUE,FALSE,1845,1845,C,1,,,38.735919,-85.379219,126,,East,Main,Street,
128 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736064,-85.379116,128,,East,Main,Street,
129 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736562,-85.379193,129,,East,Main,Street,
130 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736248,-85.379075,130,,East,Main,Street,
131 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736632,-85.379058,131,,East,Main,Street,
132 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736075,-85.379026,132,,East,Main,Street,
133 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1875,1875,C,1,,,38.736626,-85.378991,133,,East,Main,Street,
134 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.736253,-85.378773,134,,East,Main,Street,
135 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736630,-85.378913,135,,East,Main,Street,
201 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736502,-85.378578,201,,East,Main,Street,
202 East Main Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1910,1910,C,1,,,38.736061,-85.378587,202,,East,Main,Street,
205 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736503,-85.378515,205,,East,Main,Street,
206 East Main Street,Ascher Hoffstadt Building,Commercial Building,,Victorian,Second Empire,Second Empire,TRUE,FALSE,1865,1865,C,1,,,38.736253,-85.378483,206,,East,Main,Street,
207 East Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1870,1870,C,1,,,38.736636,-85.378459,207,,East,Main,Street,
208 East Main Street,Ascher Hoffstadt Building,Commercial Building,,Victorian,Second Empire,Second Empire,TRUE,FALSE,1850,1850,C,1,,,38.736018,-85.378431,208,,East,Main,Street,
209 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1900,1900,C,1,,,38.736641,-85.378352,209,,East,Main,Street,
210 East Main Street,,Commercial Building,,Other,None,Other,TRUE,FALSE,1910,1910,C,1,,,38.735924,-85.378290,210,,East,Main,Street,
213 East Main Street,Madison Bank & Trust Company,Bank,,Classical/Greek Revival,Classical,Other: Neoclassical,TRUE,FALSE,1955,1955,N/C,,1,NIP,38.736562,-85.378154,213,,East,Main,Street,
213 East Main Street,Clock,Other,,Art Deco,None,Art Deco,TRUE,FALSE,1930,1930,C,1,,,38.736562,-85.378154,213,,East,Main,Street,
214 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1840,1840,C,1,,,38.735926,-85.378177,214,,East,Main,Street,
216 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1850,1850,C,1,,,38.736008,-85.378091,216,,East,Main,Street,
217 East Main Street,Masonic Building,Commercial Building,,Victorian,Second Empire,Second Empire,FALSE,TRUE,1871,1872,C,0.5,,,38.736529,-85.377953,217,,East,Main,Street,"The Masonic Building located at 217-219 E. Main Street was built from 1871-72 in the style of the Second Empire by architect John Temperly. Even though the foundation is not visible, the plan is rectangular with walls clad in brick common bond. Including the large attic floor created by the mansard roof, the building contains four stories, with inset entries on the ground floor. The front of the  building is ornamented with Corinthian columns and a segmental arch above the center entry. Large glass display windows are prominent with prism glass above. Windows are two over two lights with segmental arches. The Mansard roof on the Masonic Building has two slopes on all four sides, but the lower slope is much steeper. The roof is topped by standard slate shingles, interrupted by portions of multi-colored slate in a diamond pattern. Arched dormer windows are above a cornice of scrolled eave brackets, while at the center of the facade a gable rises with a half star crown. Much like other Second Empire buildings, the Masonic Building is completely symmetrical. Recorders of the Historic American Buildings Survey remarked: ""Of special note on the facade of the building are the stone ball and water-leaf capitals of the small collumnettes that set off the storefronts of the first floor, which are beautiful examples of the talents of local stone cutters."""
218 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1900,1900,C,1,,,38.736018,-85.377978,218,,East,Main,Street,"The Italianate commercial building at 218 E. Main Street is a fine example of Madison's commercial fronts. Built in the early 19th century, the present building reflects Italianate modifications of the latter 19th century. The three-story building has a three bay facade constructed of brick in the common bond pattern. The highly decorative iron front has large pane display windows with purple prism glass in the large upper transom spaces. Windows on the second and third floor are modern sash windows in the original openings with pediment hoods and stone sills. The shed roof features a projecting pressed metal cornice on the Main Street facade. The alley side of the building reveals various brick segmental arch windows and four brick chimneys."
219 East Main Street,Masonic Building,Commercial Building,,Victorian,Second Empire,Second Empire,FALSE,TRUE,1871,1872,C,0.5,,,38.736281,-85.378135,219,,East,Main,Street,"The Masonic Building located at 217-219 E. Main Street was built from 1871-72 in the style of the Second Empire by architect John Temperly. Even though the foundation is not visible, the plan is rectangular with walls clad in brick common bond. Including the large attic floor created by the mansard roof, the building contains four stories, with inset entries on the ground floor. The front of the  building is ornamented with Corinthian columns and a segmental arch above the center entry. Large glass display windows are prominent with prism glass above. Windows are two over two lights with segmental arches. The Mansard roof on the Masonic Building has two slopes on all four sides, but the lower slope is much steeper. The roof is topped by standard slate shingles, interrupted by portions of multi-colored slate in a diamond pattern. Arched dormer windows are above a cornice of scrolled eave brackets, while at the center of the facade a gable rises with a half star crown. Much like other Second Empire buildings, the Masonic Building is completely symmetrical. Recorders of the Historic American Buildings Survey remarked: ""Of special note on the facade of the building are the stone ball and water-leaf capitals of the small collumnettes that set off the storefronts of the first floor, which are beautiful examples of the talents of local stone cutters."""
220 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736019,-85.377897,220,,East,Main,Street,
221 East Main Street,Hunt Building,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1841,1841,C,1,,,38.736480,-85.377792,221,,East,Main,Street,
222 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736253,-85.378080,222,,East,Main,Street,
223 East Main Street,Bierck-Heuse Block,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736563,-85.377763,223,,East,Main,Street,
224 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1865,1865,C,1,,,38.736011,-85.377793,224,,East,Main,Street,
225 East Main Street,Bierck-Heuse Block,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736532,-85.377706,225,,East,Main,Street,
227 East Main Street,Bierck-Heuse Block,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736515,-85.377651,227,,East,Main,Street,"The building at 227 E Main Street was constructed as early as 1830.  It is one of four buildings located on the Bierck-Heuse Block. Others are 223, 225 and 229 E Main Street.  Even though previous records state construction dates in the 1880s, there is interior  evidence that at least the building at number 227 was built in the 1830s. For example, the building seems to have been shorter, but  added on to at a later date. Not only that, the outline of the former roof on 227 can be seen from the third floor of 225. It was originally a low pitch side gable, which suggests an older date. In each, the first floor was originally one long narrow room used for retail business. The other buildings also appear to date earlier than the front facades. These buildings were remodeled ca. 1880 for Peter Bierck and Otto Reuse as a continuous block of four storefronts.  All four buildings were unified with new Italianate windows, facades, cornices and ground floor iron fronts.  The store front of 227 E. Main St. is iron, in excellent condition, with Corinthian columns. The upper light door has a blocked upper transom and sidelights.  Windows are two/over/two lights with pressed metal hoods. The building is topped by a shed roof with projecting cornice, decorative eaves, brackets and panel.  It  has a rectangular plan with walls clad in brick laid in a common bond"
228 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736040,-85.377653,228,,East,Main,Street,
229 East Main Street,Bierck-Heuse Block,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1880,1880,C,1,,,38.736506,-85.377595,229,,East,Main,Street,
232 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1860,1860,C,1,,,38.735977,-85.377568,232,,East,Main,Street,
233 East Main Street,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.736626,-85.377599,233,,East,Main,Street,
300 East Main Street,Jefferson County Courthouse - Object,Public Building,,None,None,Unknown,FALSE,FALSE,1854,1854,C,1,1,NIP,38.736046,-85.376791,300,,East,Main,Street,
300 East Main Street,Jefferson County Courthouse,Public Building,,Classical/Greek Revival,Greek,Greek Revival,FALSE,FALSE,1854,1854,C,1,,,38.736046,-85.376791,300,,East,Main,Street,"Architect David Dubach designed and built the Jefferson County Courthouse in 1854 after an 1853 fire destroyed the original courthouse. This building, an example of Greek and Roman design influence, is located at the corner of Jefferson and Main Streets. The high foundation of the rectangular building is of limestone mined from nearby Marble Hill.  The stone has a draft line which has been crandalled with a masonry tool of the same name, a decorative treatment found in better quality work.  The west facade has a second level portico with Ionic fluted columns and decorative pediment; one enters the building through three round arch openings under the floor of the porch. There are nine elongated windows on the north and south facades, three on each the east and west. These windows are nine/over/nine pane, have partial pedimented dressed stone surrounds, carved stone crowns, and are separated by pilasters with classic capitals. The cross gable roof has a classically detailed pediment at each of the four gable ends. A central cupola with four clock faces and a domed top surmounts the building."
301 East Main Street,,Commercial Building,,Modern Movement,None,Modern Movement,TRUE,FALSE,1960,1960,N/C,,1,NIP,38.736514,-85.376957,301,,East,Main,Street,
311 East Main Street,,Commercial Building,,Federal,None,Federal,TRUE,FALSE,1870,1870,C,1,,,38.736514,-85.376781,311,,East,Main,Street,
313 East Main Street,,Commercial Building,,Italianate,None,Italianate,TRUE,FALSE,1870,1870,C,1,,,38.736520,-85.376706,313,,East,Main,Street,
318 East Main Street,Jefferson County Jail,Public Building,,Classical/Greek Revival,Greek,Greek Revival,FALSE,FALSE,1849,1849,C,1,,,38.736256,-85.376819,318,,East,Main,Street,"On the same block as the Jefferson County Courthouse is the Jefferson County Jail. This building is also in the Greek Revival style and was built for the county in 1849. The two story rectangular building was built of stone from a quarry in Jennings County. The building received a major addition to its eastern side in 1973 that altered the building greatly, but did not destroy the integrity of the original. The original portion of the building had a large front gable classic pediment. The deeply recessed central entry has a wide classical surround with dentils and decorative molding. There were five bays of six/over/six pane windows on the building, each with flat stone lintels and sills. The cellblock has walls four foot thick and a vaulted ceiling."
318 East Main Street,Soldiers' and Sailors' Monument (Middleton Statue),Monument,,None,None,No Style,FALSE,TRUE,1907,1908,C,1,,,38.736256,-85.376819,318,,East,Main,Street,"The Soldiers' and Sailors' Monument, located on the northeast section of the Courthouse/County Jail Block, had been planned since shortly after the Civil War. After George Middleton donated fimds for the project, it became a reality. Mr. Middleton served as a soldier in the Third Indiana Cavalry and spent his boyhood in Madison. The monument includes a grouping of realistically designed figures cast in bronze at Grand Crossing, Illinois. The sculptor was Sigvold Asblornsen of Chicago. The figures stand on a granite pedestal, approximately twelve feet high. The monument was erected by Henry Myers of Indianapolis, the Western representative of McDonnel & sons of Buffalo, New York. The total cost of the monument was $15,000, donated by Mr. Middleton. It was dedicated with much fanfare in May of 1908."
319 East Main Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1915,1915,C,1,,,38.736267,-85.376425,319,,East,Main,Street,
323 East Main Street,Richert Block,Commercial Building,,Italianate,None,Italianate,FALSE,FALSE,1903,1903,C,0.5,,,38.736632,-85.376204,323,,East,Main,Street,
325 East Main Street,Richert Block,Commercial Building,,Italianate,None,Italianate,FALSE,FALSE,1903,1903,C,0.5,,,38.736288,-85.376597,325,,East,Main,Street,
331 East Main Street,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1970,1970,N/C,,1,NIP,38.736634,-85.375982,331,,East,Main,Street,
401 East Main Street,,Commercial Building,,Functional,20th Century,Other: 20th C. Functional,TRUE,FALSE,1980,1980,N/C,,1,NIP,38.736658,-85.375553,401,,East,Main,Street,
402 East Main Street,Indian-Kentuck Hotel Building,Hotel,,Federal,None,Federal,FALSE,FALSE,1851,1851,C,1,,,38.736081,-85.375573,402,,East,Main,Street,"The large three-story federal style building at 402 E. Main Street was constructed as the Indian Kentuck Hotel in 1851. Though parged, the original stone foundation is visible. The walls are of brick laid in a common bond pattern. The three bay facade of the building has large commercial pane windows that may be originals. There is a central double leaf door with transom light flanked by the two four pane display windows also with upper transom light and lower wood panel. There is an identical window on the Walnut Street side, continuing the pattern of display windows surmounted by a stone band around the corner. Second and third story windows are six/over/six lights with pedimented dressed stone lintels and flat sills. The hipped roof has a medium pitch and closed eaves. A row of brick dentils decorates the cornice. Several brick chimneys remain on the Walnut Street side of the building."
403 East Main Street,Fair Play Fire Company,Fire Station,,Italianate,None,Italianate,TRUE,FALSE,1875,1875,C,1,,,38.736660,-85.375405,403,,East,Main,Street,"The Fair Play Fire Company is one of Madison's most cherished buildings.  Constructed at 403 E Main Street circa 1875 in an Italianate style, the building stands two stories while a four-story bell tower looms above. The tower has inset windows on each of its four sides with decorative brick detailing. Wood supports are also visible. The tower is topped by ""Little Jimmy,"" a replica of a nineteenth century iron weathervane of a boy blowing a bugle.  The original was retired to a showcase inside the firehouse and replaced in 1996. The plan is rectangular with a parged foundation.  The walls are clad in a brick stretcher bond with corbelling. A modern garage door stands between two upper light panel doors with arched transom. The windows are arched, two/over/two lights with arched brick lintels. The Fair Play Fire Company was organized in 1841."
404 East Main Street,,Commercial Building,,Commercial Style,None,Commercial Style,TRUE,FALSE,1910,1910,N/C,,0.5,A,38.736081,-85.375573,404,,East,Main,Street,
